x;y
2T/20;-0.8
3T/20;0.1
4T/20;-0.3
1T/21;4.5
2T/21;9.2
3T/21;-8.1
4T/21;-1.0
1T/22;8.6
2T/22;-4.2
3T/22;5.5
4T/22;3.5
1T/23;0.3
2T/23;2.9
