x;y
JUL/21;3.4276428028840566
AGO/21;4.206848707195565
SET/21;4.372732958098791
OUT/21;4.463631180255767
NOV/21;4.612607417529047
DEZ/21;4.63169887384427
JAN/22;4.813484526518352
FEV/22;4.9162550460095655
MAR/22;4.6241152443017075
ABR/22;3.5010590611300074
MAI/22;2.6880541751924447
JUN/22;2.1952708871167737
JUL/22;2.0925766505529797
