x;y
1T/19;-3.5
2T/19;1.3
3T/19;2.5
4T/19;-1.3
1T/20;2.8
2T/20;0.4
3T/20;0.5
4T/20;-2.0
1T/21;7.3
2T/21;-5.4
3T/21;-7.8
4T/21;6.0
1T/22;-0.9
