x;y
ABR/22;-10.55
MAI/22;-10.55
MAI/22;-7.49
MAI/22;-10.4
MAI/22;-12.29
MAI/22;-17.13
MAI/22;-16.75
MAI/22;-16.75
MAI/22;-16.75
MAI/22;-19.35
MAI/22;-17.04
MAI/22;-16.61
MAI/22;-17.73
