x;y
MAI/23;9110.713225
MAI/23;9131.355295
MAI/23;9118.842905
MAI/23;9109.864713
MAI/23;9135.109719
MAI/23;9166.513823
MAI/23;9206.795828
MAI/23;9237.299405
MAI/23;9213.44094
MAI/23;9213.802638
MAI/23;9205.759195
MAI/23;9213.470092
MAI/23;9196.683762
