x;y
SET/22;0.12
OUT/22;0.45
NOV/22;0.47
DEZ/22;0.54
JAN/23;0.63
FEV/23;0.43
MAR/23;0.39
ABR/23;0.43
MAI/23;0.2
JUN/23;-0.03
JUL/23;-0.14
AGO/23;-0.2
SET/23;0.29
