x;y
JUL/21;108.4
AGO/21;107.0
SET/21;106.4
OUT/21;105.2
NOV/21;102.1
DEZ/21;100.1
JAN/22;98.4
FEV/22;96.7
MAR/22;95.0
ABR/22;97.4
MAI/22;99.7
JUN/22;101.2
JUL/22;99.5
